"Feature","Consortium_Early_R1","Consortium_Early_R2","Consortium_Early_R3","Consortium_Late_R1","Consortium_Late_R2","Consortium_Late_R3","PT8_Early_R1","PT8_Early_R2","PT8_Early_R3","PT8_Late_R1","PT8_Late_R2","PT8_Late_R3"
"RVCYZ000841",445,582,363,371,329,213,648,1185,729,2363,2813,2802
"RVCYZ000842",2361,2747,2059,1312,1182,1057,2792,3563,3354,5857,5720,6564
"RVCYZ000843",519,637,419,433,417,335,792,1256,405,2718,2830,3112
"RVCYZ000844",6429,7518,5737,4721,4294,4185,6041,7768,15612,11756,10408,12795
"RVCYZ000845",6793,8188,5966,4924,3854,4033,6451,7518,16497,8817,8076,9086
"RVCYZ000846",5804,6884,5063,3644,3295,3361,6168,7716,16917,13249,12931,14071
"RVCYZ000847",8931,10903,7687,5659,4788,5142,8560,9210,11314,12402,11263,12309
"RVCYZ000848",7596,9229,6272,3474,2899,2926,7324,8286,10292,17368,15694,17006
"RVCYZ000849",517,623,391,444,322,295,622,1013,3459,3700,3165,3135
"RVCYZ000850",250,345,274,143,117,133,254,284,1840,1507,1293,1382
"RVCYZ000851",354,437,265,194,189,172,424,556,1426,2147,1677,1994
"RVCYZ000852",2977,2916,1960,1406,1265,1070,2830,3732,6400,7412,7218,7903
"RVCYZ000853",570,464,321,442,367,233,619,1112,639,2823,2832,3118
"RVCYZ000854",129,37,46,56,42,33,63,144,75,410,319,456
"RVCYZ000855",233,265,185,159,172,135,326,509,166,1135,1378,1415
"RVCYZ000856",501,449,360,408,352,232,595,953,489,2326,2287,2436
"RVCYZ000857",559,617,317,414,364,285,559,1155,409,2276,2302,2333
"RVCYZ000858",10592,12853,9653,11740,10671,10869,10103,12022,8802,12759,12103,14253
"RVCYZ000859",9012,10726,8173,12511,10953,10918,8021,10032,7062,11427,10997,12298
"RVCYZ000860",1315,1501,981,980,856,648,1428,2289,4194,6353,6284,7039
"RVCYZ000861",2634,2639,1736,960,787,647,2700,3336,2120,4847,4622,5523
"RVCYZ000862",728,961,537,446,314,244,850,1197,529,2006,2326,2190
"RVCYZ000863",1036,1391,828,550,445,374,1286,1681,1231,3032,3297,3534
"RVCYZ000864",918,1155,729,493,453,312,1184,1483,1072,2698,2783,3059
"RVCYZ000865",1466,1756,1056,831,778,548,2044,2856,2600,4883,5382,5705
"RVCYZ000866",377,432,242,249,191,146,415,613,1865,1473,1404,1522
"RVCYZ000867",2631,2711,2029,1103,1003,1007,2475,3065,16073,8935,7650,9852
"RVCYZ000868",5160,5958,4335,3729,3061,3092,5249,6293,16877,12129,11138,13598
"RVCYZ000869",7022,8052,6250,4174,3506,3645,7613,8642,12094,9382,8774,10348
"RVCYZ000870",3654,4188,3229,1485,1263,1132,3983,5164,10882,7248,7020,8559
"RVCYZ000871",982,1139,808,792,661,583,1165,1684,3349,3824,3896,4134
"RVCYZ000872",1828,2092,1378,1172,1009,870,2017,2705,9657,7647,7470,8417
"RVCYZ000873",1200,1190,809,754,596,553,1091,1583,7987,6694,5533,7212
"RVCYZ000874",525,573,416,543,381,430,508,854,3998,2906,2801,3488
"RVCYZ000875",739,890,587,523,446,387,876,1415,5334,5616,4630,5202
"RVCYZ000876",210,209,152,145,129,85,248,430,848,1165,1153,1249
"RVCYZ000877",1003,1033,679,752,648,476,1260,1979,2606,4898,5262,5492
"RVCYZ000878",58,65,52,68,60,44,71,131,234,416,403,478
"RVCYZ000879",831,913,642,743,630,484,1032,1630,2261,3417,3908,3923
"RVCYZ000880",644,772,436,502,424,291,895,1305,1811,3315,3413,3618
"RVCYZ000881",990,1090,808,898,761,668,1033,1671,3566,3237,3481,3535
"RVCYZ000882",333,372,238,316,234,180,398,641,905,1330,1471,1534
"RVCYZ000883",454,556,317,400,360,248,561,1038,1080,2101,2231,2333
"RVCYZ000884",1332,1583,1039,860,742,560,1708,2550,4454,5865,6016,6419
"RVCYZ000885",476,618,391,475,389,391,671,997,1239,1814,2004,2156
"RVCYZ000886",831,991,660,750,577,530,644,887,3978,2428,1898,1962
"RVCYZ000887",670,748,592,503,380,389,716,855,4956,2844,2773,2846
"RVCYZ000888",1811,1914,1280,1012,996,790,2072,3050,11165,8373,7839,8164
"RVCYZ000889",645,773,587,441,422,294,1008,1523,1525,2513,2830,2939
"RVCYZ000890",1148,1194,852,591,492,433,1276,1839,3050,4640,4695,5088
"RVCYZ000891",3627,4557,3002,2453,2128,1879,3294,4285,12866,6651,6307,6705
"RVCYZ000892",1646,1974,1334,1189,1062,1000,1932,2918,3839,5294,5793,5916
"RVCYZ000893",993,1256,811,799,622,469,1448,2309,2737,5199,5488,5452
"RVCYZ000894",931,962,732,578,502,338,1037,1588,3664,3217,3466,3813
"RVCYZ000895",18560,23056,15567,12584,10195,10706,19372,21507,60795,18325,16718,19418
"RVCYZ000896",7130,8005,6151,4451,3739,3875,7662,9453,49926,22902,21089,22663
"RVCYZ000897",4443,5425,4525,2641,2276,2252,5408,6767,14591,10430,10444,11836
"RVCYZ000898",666,806,631,230,154,132,949,1001,2809,1361,1441,1403
"RVCYZ000899",233,287,133,141,120,71,270,457,463,1179,1116,1122
"RVCYZ000900",1136,1057,713,577,479,449,1169,1628,2379,3396,3242,3934
"RVCYZ000901",3387,3755,3215,2372,1889,2144,3645,4238,8208,2026,1794,2098
"RVCYZ000902",6054,7488,5150,3778,3025,2877,5223,5867,18616,6606,6207,7103
"RVCYZ000903",2210,2409,1867,1280,1175,1107,2490,2948,9591,6532,6440,7182
"RVCYZ000904",4482,4875,3670,2990,2679,2656,5263,7019,15139,13882,14485,16871
"RVCYZ000905",7891,9083,6874,4879,3661,3561,6527,7186,30420,6748,6019,7553
"RVCYZ000906",4773,5599,4399,2790,2357,2346,4198,4859,29289,10871,9407,11536
"RVCYZ000907",5945,7282,5700,2625,2357,2169,6096,7596,30885,15520,14304,16682
"RVCYZ000908",4394,5388,4268,1719,1494,1401,4567,5637,11585,8273,7964,9173
"RVCYZ000909",6717,8648,6214,2591,2131,2218,7138,7996,9004,7191,7035,7801
"RVCYZ000910",3013,3956,2922,1428,1220,1145,3062,3612,4239,4000,3818,4190
"RVCYZ000911",7611,10231,7479,4088,3411,3344,8691,10026,9341,9559,9955,10547
"RVCYZ000912",834,972,723,617,538,437,1072,1595,3462,3289,3623,3974
"RVCYZ000913",1326,1377,1027,822,840,601,1580,2203,7400,4724,4704,5340
"RVCYZ000914",1479,1727,1183,970,697,711,1689,2387,11862,4711,4468,5011
"RVCYZ000915",2244,2400,1846,1914,1369,1476,2142,2528,11537,4948,3952,4565
"RVCYZ000916",1352,1572,995,1014,837,604,1839,2745,6517,5860,6426,6487
"RVCYZ000917",1668,1923,1294,858,846,636,1969,2505,11294,4604,4828,5114
"RVCYZ000918",4027,3794,4662,2192,2030,2355,5498,5373,4857,1949,2048,2624
"RVCYZ000919",32701,43235,32856,25999,22034,23827,28906,30986,41950,26326,23574,25402
"RVCYZ000920",965,1058,826,523,523,518,1024,1395,7807,3944,4172,4842
"RVCYZ000921",1636,1826,1584,954,752,906,2065,2049,10105,3300,3281,3562
"RVCYZ000922",1845,2168,1472,1623,1335,1395,1908,2757,5619,5228,5449,5516
"RVCYZ000924",3679,4320,3134,1894,1659,1380,4293,4996,5157,5446,5899,5975
"RVCYZ000925",4752,5722,4282,1745,1519,1274,5174,5499,10005,4841,4846,5200
"RVCYZ000926",1682,2050,1436,1176,1028,1073,1809,2003,3978,2036,2303,2108
"RVCYZ000927",6694,7615,7299,4122,3735,4128,7555,7394,5394,2073,1897,2258
"RVCYZ000928",25892,28310,20410,9832,8000,7511,22277,22553,21644,9019,7356,9208
"RVCYZ000929",7805,9892,7522,3167,2708,2750,9242,9268,7052,4172,4094,4416
"RVCYZ000930",10518,13760,9694,10760,8714,9546,9403,9860,2189,2913,2767,2869
"RVCYZ000931",4843,5688,4318,3048,2469,2685,4590,5289,1392,2484,2202,2642
"RVCYZ000932",12391,15466,11656,8576,7090,7204,11494,13285,13076,11615,12093,11546
"RVCYZ000933",734,997,757,485,354,431,874,859,795,864,864,979
"RVCYZ000934",4989,6209,4562,3601,2782,2913,4439,4913,3845,2472,2618,2718
"RVCYZ000935",2435,2929,2389,2024,1657,2029,2970,2881,1511,967,915,1018
"RVCYZ000936",5529,6207,5209,2381,1935,1956,5130,5402,2775,930,865,970
"RVCYZ000937",5881,6717,4825,3606,3157,3008,5751,6764,16139,8090,7788,8403
"RVCYZ000938",5456,6879,4874,3548,2852,3044,5305,6419,18548,7942,7396,7473
"RVCYZ000939",1466,1788,1283,1059,871,890,1443,1596,3979,1910,1923,2103
"RVCYZ000940",3560,4387,3445,3339,2823,3322,3898,4139,4488,2580,2615,2796
"RVCYZ000941",304,429,252,338,228,142,428,860,81,1301,1466,1594
"RVCYZ000942",409,357,349,124,111,106,422,478,634,518,539,522
"RVCYZ000943",99,127,68,62,51,29,83,111,283,182,172,151
"RVCYZ000944",213,210,158,128,111,69,225,293,505,631,628,603
"RVCYZ000945",405,558,488,169,189,135,427,490,369,504,575,347
"RVCYZ000946",1867,2409,1894,780,653,577,1782,2169,612,1291,1372,1074
"RVCYZ000947",1412,1915,1426,514,388,330,1219,1411,1155,554,553,551
"RVCYZ000948",2666,3504,2796,530,498,503,2698,2938,2330,867,656,733
"RVCYZ000949",74,91,63,47,38,19,99,111,23,198,190,148
"RVCYZ000950",549,741,603,313,259,204,688,857,269,759,695,718
"RVCYZ000952",1067,1190,801,795,734,564,1184,2080,536,3018,3515,3389
"RVCYZ000953",11127,13744,9350,7268,6024,5721,10956,13748,4657,11125,12086,12252
"RVCYZ000954",3425,3804,3344,1672,1465,1550,3410,3668,6285,2559,2397,2724
"RVCYZ000955",1105,1188,873,817,589,556,861,942,1245,798,823,947
"RVCYZ000956",907,958,786,704,624,555,1087,1459,1743,1866,2049,1949
"RVCYZ000957",616,772,463,572,501,484,679,1123,1532,1867,2011,2090
"RVCYZ000958",27396,33767,24779,16235,13796,14349,23267,25519,116005,25494,21134,25614
"RVCYZ000959",2966,3165,2405,1918,1641,1493,2798,3848,2981,4181,4438,4495
"RVCYZ000960",373,407,356,292,220,266,332,457,475,498,453,507
"RVCYZ000961",958,1167,776,717,618,473,1132,1567,2261,2578,2669,2885
"RVCYZ000962",1305,1398,1064,834,736,647,1419,1847,2646,2963,2902,3154
"RVCYZ000963",2208,2683,2087,1318,1091,963,2509,3035,2606,3410,3733,3795
"RVCYZ000964",342,381,254,309,200,160,382,675,311,1102,1245,1233
"RVCYZ000965",2068,2581,1930,1497,1267,1095,2400,3037,1013,3512,3951,4059
"RVCYZ000966",1567,1727,1237,1058,886,819,1918,2651,983,3439,3789,3754
"RVCYZ000967",1047,1349,1132,907,843,863,1307,1481,1776,1931,1910,2058
"RVCYZ000968",3201,3556,2788,2110,1855,1985,3418,4173,2883,3432,4005,3912
"RVCYZ000969",18041,22831,17450,14026,12509,13486,15392,16730,22836,11372,11083,11969
"RVCYZ000970",8424,10115,8173,5041,4101,4126,8431,9557,9874,6806,7246,7659
"RVCYZ000971",4363,5150,4000,2487,2048,2355,5425,5987,6724,4115,4331,4746
"RVCYZ000972",2171,2746,2281,1840,1495,1557,2247,2718,3175,2918,2871,3091
"RVCYZ000973",2392,2823,2204,1648,1476,1272,2275,3015,4048,3645,3944,4407
"RVCYZ000974",1268,1388,1028,901,828,770,1092,1506,1776,1796,1845,1952
"RVCYZ000975",4597,5278,3818,3386,2759,2424,5274,8145,2843,9970,11331,11623
"RVCYZ000976",4889,5847,3875,3431,2994,2502,5699,7816,2908,12293,13076,13629
"RVCYZ000977",2218,2642,1824,1759,1497,1515,2432,3293,1592,3607,4271,4221
"RVCYZ000978",7677,9401,6410,5000,4245,3610,8474,11628,3428,14349,15503,16050
"RVCYZ000979",1191,1546,984,975,705,646,1343,1909,389,2575,2622,2675
"RVCYZ000980",850,1081,690,646,607,474,1077,1647,490,2316,2621,2588
"RVCYZ000981",2515,3096,2193,1881,1655,1268,2979,4529,929,5512,6752,6769
"RVCYZ000982",3457,4028,3073,1451,1392,1331,3924,4289,4967,4629,4230,4951
"RVCYZ000983",933,1162,766,464,411,402,1178,1391,1469,2080,1948,2068
"RVCYZ000984",38098,48952,38310,23661,21477,22240,39210,41132,38987,28593,27383,31911
"RVCYZ000985",41758,53323,39178,23962,20178,21224,38309,40425,65537,33204,29183,32328
"RVCYZ000986",1026,1095,786,552,490,421,1153,1587,2192,2507,2427,2638
"RVCYZ000987",839,874,551,598,558,461,863,1479,1001,2458,2678,2935
"RVCYZ000988",1522,1820,1278,1002,829,866,1496,1846,1273,1902,1928,2204
"RVCYZ000989",3573,4197,3036,2175,1966,1812,3878,4463,3317,4605,4860,4928
"RVCYZ000990",623,755,644,381,325,293,662,695,514,716,657,725
"RVCYZ000991",688,761,499,620,417,328,898,1325,717,2570,2873,2865
"RVCYZ000992",2452,2852,2113,1895,1567,1517,2741,3579,1785,3724,4257,4439
"RVCYZ000993",2732,3446,2538,1936,1712,1745,3048,3601,2432,3909,4373,4307
"RVCYZ000994",1642,2223,1454,1224,954,878,1603,2156,2186,3061,2872,3046
"RVCYZ000995",2266,2767,1850,1355,1070,993,2621,3369,3257,3745,3817,4235
"RVCYZ000996",3557,4246,2956,2335,1932,1849,3381,4458,5038,4302,4243,4543
"RVCYZ000997",2864,3369,2642,1603,1241,1204,2998,3857,2351,3990,3896,4368
"RVCYZ000998",7095,8729,6386,4191,3676,3518,8265,9864,8763,8435,8554,8573
"RVCYZ000999",1863,2047,1621,1101,916,895,1997,2449,2534,3253,3216,3572
"RVCYZ001000",1088,1168,929,833,703,651,1200,1841,754,2492,2778,2876
"RVCYZ001001",3647,4207,3541,2424,2186,2441,3248,3390,2556,1563,1770,1862
"RVCYZ001002",1281,1206,1425,696,664,694,1321,1379,662,543,652,827
"RVCYZ001003",1346,1613,1079,1115,883,735,1496,2147,433,2648,2935,3000
"RVCYZ001004",2428,2449,1895,1858,1455,1248,2655,3901,1793,5741,6170,6869
"RVCYZ001005",2723,3116,2359,1592,1363,1324,2681,3695,3159,4861,4596,5538
"RVCYZ001006",956,904,875,698,515,611,1101,1236,941,1005,1087,1219
"RVCYZ001007",1220,1367,992,739,656,544,1536,1897,967,2494,2526,2894
"RVCYZ001008",1499,1646,1301,897,726,770,1690,2176,1646,2586,2596,2776
"RVCYZ001009",1000,1198,924,614,484,456,1219,1544,773,1809,1871,1946
"RVCYZ001010",15260,19764,15194,11720,9932,10613,13957,13804,8623,2899,2871,3175
"RVCYZ001011",8452,10267,7824,5739,5036,5411,9447,9407,25239,8531,8028,9345
"RVCYZ001012",755,1049,631,565,480,355,1033,1523,1547,3008,3076,2916
"RVCYZ001013",1645,2336,1680,1344,984,1068,1470,1718,1021,1579,1329,1396
"RVCYZ001014",1766,2376,1689,1378,1074,946,1503,1900,3147,2535,2265,2055
"RVCYZ001015",1260,1707,1167,878,657,679,1432,1903,1750,2965,2581,2740
"RVCYZ001016",3471,4672,3355,2161,1769,1719,3273,4007,3370,3204,3456,2818
"RVCYZ001017",3454,4339,3711,2302,1868,2061,3792,4275,2253,2702,2438,2627
"RVCYZ001018",5059,6552,5041,3499,2927,3060,5023,5434,3556,3635,3645,3366
"RVCYZ001019",3763,4485,3214,2679,2149,2215,3543,4208,2934,2484,2632,2442
"RVCYZ001020",628,817,669,507,362,414,507,571,913,397,328,355
"RVCYZ001021",548,767,588,187,177,166,492,512,372,338,333,302
"RVCYZ001022",790,1126,831,477,345,317,723,887,631,784,914,707
"RVCYZ001023",1578,2093,1593,620,482,554,1392,1722,1596,1365,1455,1318
"RVCYZ001024",713,939,708,374,331,281,809,1235,1165,1869,2013,1938
"RVCYZ001025",656,795,610,422,337,304,684,992,1241,1412,1488,1545
"RVCYZ001026",593,721,576,435,368,335,490,669,1035,893,1071,908
"RVCYZ001027",895,1079,774,503,359,346,657,765,1932,964,815,787
"RVCYZ001028",361,483,332,232,183,179,292,467,420,628,914,566
"RVCYZ001029",971,1165,879,705,640,519,883,1482,1512,2104,2220,2056
"RVCYZ001030",428,390,453,103,112,101,349,445,442,494,495,433
"RVCYZ001031",739,909,915,156,137,111,836,1030,253,266,178,237
"RVCYZ001032",320,417,348,178,127,116,305,372,218,395,351,380
"RVCYZ001033",2199,2674,1947,1194,953,962,2122,2610,2787,2779,2944,2700
"RVCYZ001034",675,759,607,522,453,432,531,734,1144,765,963,959
"RVCYZ001035",1677,2085,1315,1218,1005,804,1602,2767,3397,4153,4551,4655
"RVCYZ001036",1564,1856,1435,1080,789,860,1722,2559,1599,3615,3798,3791
"RVCYZ001037",802,975,679,540,459,433,946,1241,956,1889,2053,2041
"RVCYZ001038",1594,1680,1271,691,694,501,1668,2006,539,2032,2428,2579
"RVCYZ001039",758,968,603,433,343,286,902,1211,511,1503,1515,1570
"RVCYZ001040",1267,1733,1380,831,607,668,902,1067,1083,778,604,617
"RVCYZ001041",117,201,171,95,89,94,117,122,130,113,111,126
"RVCYZ001042",414,499,409,207,163,127,245,325,343,197,151,129
"RVCYZ001043",314,410,414,194,147,117,256,250,541,331,248,230
"RVCYZ001044",270,329,281,102,82,79,222,231,228,162,132,129
"RVCYZ001045",409,503,530,189,151,86,391,403,479,503,338,318
"RVCYZ001046",4432,5848,4455,2278,1810,1408,5606,7461,5287,10865,10909,11266
"RVCYZ001047",3756,4806,3498,2131,1821,1685,4232,5215,1259,4596,4905,4939
"RVCYZ001048",1605,2082,1405,958,779,711,1828,2472,1565,3386,3526,3406
"RVCYZ001049",564,622,476,517,404,403,661,925,421,1387,1429,1306
"RVCYZ001050",1095,1448,1211,554,432,384,1140,1363,1955,1678,1672,1263
"RVCYZ001051",2591,3715,2757,1344,1052,1037,2466,3077,4423,2841,2511,2268
"RVCYZ001052",586,682,381,564,468,418,729,1227,108,2137,2101,2150
"RVCYZ001054",1590,1890,1322,1151,810,832,1588,2373,2133,3184,3152,3138
"RVCYZ001055",323,430,297,374,251,195,432,802,266,1293,1398,1359
"RVCYZ001056",714,797,943,394,352,387,863,977,93,383,341,365
"RVCYZ001057",6582,8437,5187,4534,3612,3831,5750,7316,2253,5848,6381,6232
"RVCYZ001058",2909,3665,2552,1928,1645,1301,3410,4588,1957,5268,5696,5658
"RVCYZ001059",358,431,289,327,287,230,480,764,716,1274,1522,1400
"RVCYZ001060",1712,2117,1555,1163,1082,956,1775,2639,4884,3908,3874,3975
"RVCYZ001061",1010,1112,938,678,515,475,1199,1569,2185,2212,1940,2075
"RVCYZ001062",2654,3338,2577,2227,1916,1999,2678,3267,5029,2857,3009,3020
"RVCYZ001063",901,972,748,597,573,536,1043,1409,1465,1909,2016,1982
"RVCYZ001064",732,997,753,759,533,488,827,942,1105,1549,1326,1227
"RVCYZ001065",9513,12100,9264,5988,4845,4831,9166,9899,3979,5498,5377,5583
"RVCYZ001066",3270,4196,3385,2224,1952,2055,3096,3661,1605,2092,2142,2294
"RVCYZ001067",3105,4014,3176,2382,1956,2061,2604,3132,2756,1955,1907,1860
"RVCYZ001068",35648,48190,34812,29465,23259,25548,28160,30192,10869,11561,9755,8824
"RVCYZ001069",854,1062,731,637,507,441,1146,1560,938,2562,2761,2660
"RVCYZ001070",734,933,599,539,462,351,852,1161,1048,1700,1775,1809
"RVCYZ001071",2415,2942,2056,1657,1381,1084,2856,4010,3589,5982,6136,6571
"RVCYZ001072",166,224,193,144,167,127,215,307,426,516,543,605
"RVCYZ001073",2787,3287,2786,1320,1091,1130,2871,3585,3888,2916,2844,3093
"RVCYZ001074",1267,1600,1141,722,554,544,1372,1910,1497,2313,2427,2526
"RVCYZ001075",1234,1561,1219,656,610,599,1175,1495,1887,1298,1233,1403
"RVCYZ001076",7982,10470,7588,4851,4031,4125,7679,8551,20850,7927,7469,7930
"RVCYZ001077",1454,1721,1123,994,925,794,1533,2433,7506,4175,4306,4667
"RVCYZ001078",969,1161,907,714,623,513,1235,1610,4134,2581,3029,2909
"RVCYZ001079",2059,2413,1891,1226,919,904,2134,2395,8519,3039,2920,3253
"RVCYZ001080",669,822,597,501,516,388,823,1355,2132,2462,2652,2675
"RVCYZ001081",3808,4537,4125,3363,3139,3532,3635,3494,9642,2198,2168,2572
"RVCYZ001082",1201,1242,1163,1163,990,936,955,1034,1393,434,407,500
"RVCYZ001083",3622,4454,3562,2671,2387,2487,3697,4064,8191,2673,2522,2753
"RVCYZ001084",673,819,505,665,458,401,884,1444,758,2092,2375,2347
"RVCYZ001085",58658,79604,59026,61916,48616,54606,54629,57171,12730,15855,13108,12266
"RVCYZ001086",430,487,349,321,302,234,549,809,879,1380,1544,1560
"RVCYZ001087",3464,4087,3170,1879,1596,1696,3978,4663,7630,4242,4191,4433
"RVCYZ001088",4749,5974,3953,4702,3766,3906,4254,5150,2077,2884,2936,2854
"RVCYZ001089",380,414,424,220,229,160,382,436,1107,541,592,523
"RVCYZ001090",2232,2820,2200,1261,1116,1247,2624,2757,5316,1679,1777,1759
"RVCYZ001091",4052,5113,3520,3134,2402,2519,3399,4468,5216,3998,4052,3767
"RVCYZ001092",2982,3733,2780,1756,1383,1445,2916,3400,3627,2801,2873,2914
"RVCYZ001093",2117,2524,1955,1498,1305,1167,2722,3438,3208,3722,4169,4106
"RVCYZ001094",268,322,217,297,206,146,300,651,179,1271,1478,1331
"RVCYZ001095",361,485,254,356,230,168,530,882,100,1824,1694,1684
"RVCYZ001096",317,439,224,338,227,181,436,687,131,1509,1430,1443
"RVCYZ001097",4127,4855,3813,2966,2553,2605,4221,5300,1458,3662,3901,3988
"RVCYZ001098",723,781,678,607,509,398,749,1088,279,1090,1347,1238
"RVCYZ001099",1230,1357,949,1042,821,722,1263,1962,1741,2907,3230,3109
"RVCYZ001100",2564,3004,2281,2640,2089,2043,1995,2451,3118,2421,2500,2638
"RVCYZ001101",395,501,307,366,261,246,443,626,711,1063,1139,1024
"RVCYZ001102",686,825,573,636,492,361,897,1460,512,2261,2542,2563
"RVCYZ001103",305,338,266,276,242,199,361,508,76,844,880,773
"RVCYZ001104",26,26,23,27,24,22,43,91,4,151,140,155
"RVCYZ001105",27,27,11,29,24,11,30,48,2,126,114,139
"RVCYZ001106",19,27,19,30,27,8,34,54,0,121,140,130
"RVCYZ001107",10,7,6,10,11,8,5,26,0,57,39,54
"RVCYZ001108",1,3,8,15,10,4,15,17,0,60,39,47
"RVCYZ001109",493,520,296,512,392,220,678,1255,42,2099,2369,2342
"RVCYZ001110",46,50,51,55,48,24,71,106,3,261,344,323
"RVCYZ001111",25,30,16,15,24,20,24,41,1,101,98,109
"RVCYZ001112",29,33,27,50,29,19,32,85,1,190,140,118
"RVCYZ001113",119,176,82,139,95,64,145,299,19,543,549,571
"RVCYZ001114",1157,1366,916,761,637,431,1351,2129,1245,3621,3764,3543
"RVCYZ001115",292,281,231,112,96,115,223,307,397,413,406,449
"RVCYZ001116",239149,291064,351451,285440,249407,254150,304708,349875,241751,310266,262779,296641
"RVCYZ001117",771,847,525,704,565,389,1123,1852,77,3000,3636,3433
"RVCYZ001118",402,472,275,444,300,250,587,1025,132,2019,2020,2100
"RVCYZ001119",394,469,276,363,326,232,581,896,98,1589,1934,1771
"RVCYZ001120",828,1063,639,715,551,455,1115,1889,752,3237,3434,3394
"RVCYZ001121",2419,2939,2175,1475,1109,924,2316,3125,2069,3301,3636,3600
"RVCYZ001122",4043,5197,3643,2223,1872,1847,4100,4808,5534,4130,4635,4415
"RVCYZ001123",1681,1932,1527,1014,837,875,1965,2520,2177,2406,2783,2882
"RVCYZ001124",2280,2822,2255,1164,969,883,2227,2937,1751,2838,2939,3014
"RVCYZ001125",2341,2913,2540,1455,1302,1335,2784,3534,1183,2595,3078,3171
"RVCYZ001126",2832,3522,2434,1677,1357,1370,2443,2953,1155,2413,2519,2573
"RVCYZ001127",2058,2290,1993,1368,1243,1057,2206,2851,454,3021,3323,3085
"RVCYZ001128",1362,1715,1311,813,700,647,1549,1884,346,1518,1601,1679
"RVCYZ001129",3528,4318,3383,2022,1602,1551,3937,4954,1653,3921,3918,4171
"RVCYZ001130",427,447,417,237,201,196,478,648,390,701,770,718
"RVCYZ001131",1547,1896,1465,953,737,668,1624,2228,3756,2939,2708,2862
"RVCYZ001132",855,1008,820,494,435,460,829,1105,1121,1168,1356,1395
"RVCYZ001133",3257,3889,2841,2132,1915,1606,3689,4644,8546,7166,7615,8085
"RVCYZ001134",3609,4599,3406,2601,2151,2070,3441,3651,7698,4140,3863,4145
"RVCYZ001135",1268,1482,1459,604,543,581,1540,1559,4878,1389,1450,1744
"RVCYZ001136",832,1038,850,320,316,276,1192,1237,3467,810,928,904
"RVCYZ001137",3425,4297,3119,1628,1533,1442,3498,3736,2681,2021,1839,2105
"RVCYZ001138",1372,1621,1297,919,760,669,1451,1891,3272,3279,3129,3137
"RVCYZ001139",17805,23316,17648,16702,13949,16089,15915,16491,20706,7242,6443,6628
"RVCYZ001140",1134,1088,751,734,590,589,1233,1808,800,2754,2901,3292
"RVCYZ001141",638,753,553,446,418,364,674,922,800,1260,1340,1291
"RVCYZ001142",4712,5713,3787,3101,2754,2129,5114,7324,4839,8736,9975,9566
"RVCYZ001143",3526,4316,3090,1980,1619,1636,3505,4166,1944,2981,3183,3254
"RVCYZ001144",2389,3050,2300,1236,1051,930,2447,3240,2151,2960,3018,3159
"RVCYZ001145",544,611,433,434,337,322,675,960,402,1343,1606,1616
"RVCYZ001146",1490,1801,1475,855,801,779,1524,1815,1084,1371,1525,1589
"RVCYZ001147",1236,1766,1232,772,657,642,1400,1516,1107,1534,1538,1574
"RVCYZ001148",947,1145,913,616,492,496,872,1131,952,885,982,1090
"RVCYZ001149",3913,4957,3782,2371,2059,2079,3623,4464,3107,3059,3018,3215
"RVCYZ001150",4545,5666,4075,3674,2960,3317,4789,5391,3305,4070,4142,4144
"RVCYZ001151",5557,7024,5985,3961,3250,3040,6653,8637,13511,8688,9254,9313
"RVCYZ001152",196,233,185,143,166,132,261,366,311,463,554,534
"RVCYZ001153",774,1003,723,574,456,381,797,1238,945,1781,1799,1860
"RVCYZ001154",228,218,161,177,149,122,240,370,130,761,747,788
"RVCYZ001155",19647,25391,18808,18416,14959,16430,16657,18142,14009,7966,7583,6990
"RVCYZ001156",161,220,178,148,113,91,156,243,324,454,450,445
"RVCYZ001157",4515,5587,3930,3755,3212,3062,3858,4248,7131,2708,2402,2449
"RVCYZ001158",15008,17864,13941,9101,7497,8100,14010,15985,18535,7834,7265,7707
"RVCYZ001159",1150,1382,986,868,716,654,1364,1942,2206,2934,3039,3125
"RVCYZ001160",5186,6271,4807,4102,3463,3653,4918,5642,7774,4624,4839,4894
"RVCYZ001162",924,1085,840,732,661,631,899,1373,1720,2012,2210,2254
"RVCYZ001163",2545,3142,2334,2246,1905,1956,2523,3178,3066,3949,4214,4285
"RVCYZ001164",166,226,183,201,169,103,216,389,72,570,650,694
"RVCYZ001165",1497,1915,1354,1138,944,729,1474,1971,2490,2794,2815,2854
"RVCYZ001166",5951,7438,6376,5418,4289,4094,2971,3743,2889,3996,3966,3812
"RVCYZ001167",4443,5633,4874,4058,3251,3432,2855,3885,2721,4266,4351,4483
"RVCYZ001168",6857,8901,6229,4739,3764,3956,6385,7020,15492,4386,4016,4539
"RVCYZ001169",5304,6889,4870,3245,2838,2589,5491,6097,12327,3923,3827,3919
"RVCYZ001170",4741,6114,4344,2435,2210,2019,5043,5646,11500,4118,4120,4485
"RVCYZ001171",285,322,270,138,97,76,218,324,635,344,354,352
"RVCYZ001172",2516,3173,2243,1555,1272,1403,2409,3118,4038,1998,2123,2389
"RVCYZ001173",424,515,363,316,278,221,517,762,1011,1262,1264,1380
"RVCYZ001174",1568,1895,1370,1000,860,777,1785,2574,2085,3529,3567,3465
"RVCYZ001175",1576,1812,1509,1193,1070,1005,1805,2336,2067,2933,3360,3349
